ABLEAK,ABTRG,BELTRG,BFORC,DUR,DV,EV1,EV2,EV3,PDOF_H,PMAXF,SABPR,SCFRC,Chest Deflection [mm],HIC 15,Head Acc,Neck Force_z [kN]
1.142516732,20.17564392,8.872859001,0.00157262,100,60,0.01,0.01,0.01,0,1.861871362,0.00153433,0.01170659,-44.980167,496.34942,0.83619869,1.0100048
1.176686764,19.1799469,7.345035076,0.00171586,100,60,0.01,0.01,0.01,0,1.655691981,0.00122333,0.00682755,-43.915016,276.08294,0.57758051,1.1106137
1.090255141,18.41805649,5.004109859,0.00160437,100,60,0.01,0.01,0.01,0,0.996316135,0.0011962,0.00869293,-43.442089,312.71297,0.57860947,1.3134584
0.914550006,22.30982208,14.97032928,0.00070926,100,60,0.01,0.01,0.01,0,1.109714031,0.00112159,0.01064778,-34.376007,236.72534,0.61107773,1.2644873
0.542903364,18.95012283,6.034659386,0.00163075,100,60,0.01,0.01,0.01,0,1.630267382,0.00157731,0.01075133,-46.833504,358.87635,0.70371914,1.1368487
0.824595511,22.74901199,10.17112541,0.00136315,100,60,0.01,0.01,0.01,0,1.557553053,0.00150774,0.00882828,-48.066414,426.79612,0.66603607,1.2485152
1.134960175,21.6773262,12.74692535,0.00152553,100,60,0.01,0.01,0.01,0,2.093955755,0.00152208,0.00619928,-45.846252,334.74897,0.63080573,0.9845885
0.976098061,20.99730873,5.849220753,0.00129522,100,60,0.01,0.01,0.01,0,1.196257234,0.0014364,0.01152478,-47.552624,340.04195,0.67918444,1.5637294
0.538787186,19.61011505,9.529112816,0.00148121,100,60,0.01,0.01,0.01,0,2.363051891,0.00146295,0.0104018,-47.583382,344.07894,0.59568304,1.0203574
0.840057433,19.32563972,5.356720924,0.00088981,100,60,0.01,0.01,0.01,0,1.986579657,0.00151626,0.00751238,-37.15773,345.58436,0.70236313,1.1844776
1.46814096,20.40494347,7.517877579,0.00123635,100,60,0.01,0.01,0.01,0,2.115411282,0.00163894,0.00812881,-40.036842,216.75714,0.58574551,0.90376031
0.538639665,18.43060112,14.15450478,0.00123526,100,60,0.01,0.01,0.01,0,1.293523431,0.00147829,0.00631455,-47.654202,574.73264,0.77551973,1.4242599
1.108250976,17.40244102,8.543885231,0.00144632,100,60,0.01,0.01,0.01,0,1.458101869,0.00165236,0.0105423,-43.056099,317.54781,0.65302056,1.1192609
0.732782602,17.29102325,6.227878571,0.00074057,100,60,0.01,0.01,0.01,0,2.359473705,0.00158465,0.00769886,-41.61179,467.22015,0.91399801,1.3515692
1.047878981,16.52132225,9.730480194,0.00124573,100,60,0.01,0.01,0.01,0,1.197415948,0.00167667,0.00687915,-47.291725,361.23249,0.62494516,1.2208792
0.57559514,16.7803421,7.105098248,0.00167775,100,60,0.01,0.01,0.01,0,2.09810257,0.00144149,0.00990087,-44.06295,401.34036,0.76574808,1.2279309
1.039339066,21.67662048,10.75179958,0.00116007,100,60,0.01,0.01,0.01,0,1.167346478,0.00119002,0.01032614,-40.629662,266.43031,0.64930266,1.3002197
0.813916147,16.32833862,11.64301777,0.00153033,100,60,0.01,0.01,0.01,0,1.45828259,0.00164439,0.00593323,-47.443066,422.78505,0.6772784,1.1566517
0.95751828,22.27587509,12.05419731,0.00084906,100,60,0.01,0.01,0.01,0,1.086382389,0.00147818,0.00594507,-41.114956,342.92842,0.73408341,1.2916857
0.528853714,16.95446014,5.409840584,0.00095898,100,60,0.01,0.01,0.01,0,2.012408495,0.00164253,0.00907955,-43.175987,482.98492,0.700068,1.2704672
1.354964495,16.07712936,10.37870979,0.00169214,100,60,0.01,0.01,0.01,0,1.497907162,0.00122413,0.01084657,-42.424416,220.6253,0.49998572,0.92835844
1.042231202,21.45087242,10.50058174,0.00176399,100,60,0.01,0.01,0.01,0,1.291609049,0.00153787,0.00812244,-47.535446,384.07094,0.83692259,1.3638439
0.622427464,20.25637627,12.60276985,0.00103449,100,60,0.01,0.01,0.01,0,1.524265289,0.0014974,0.01062711,-49.364822,578.25422,0.95561075,1.3277699
0.597377598,22.63445091,9.899560928,0.00078129,100,60,0.01,0.01,0.01,0,2.197648287,0.00115665,0.00866407,-38.908173,317.73705,0.61334485,1.606236
1.194285989,21.4070816,5.737658501,0.0007965,100,60,0.01,0.01,0.01,0,1.700329065,0.00146424,0.00564984,-34.815887,365.02876,0.69946057,0.94753963
0.663364947,17.66213036,8.037365913,0.00161807,100,60,0.01,0.01,0.01,0,1.147206783,0.00123983,0.01081177,-48.168514,343.40329,0.66574317,1.5202671
1.218845606,16.92682266,5.971598625,0.00129527,100,60,0.01,0.01,0.01,0,1.847634912,0.00167686,0.00732483,-44.365044,243.81197,0.57329094,0.97249317
0.82874155,17.06392288,14.01839447,0.00140826,100,60,0.01,0.01,0.01,0,1.976050258,0.00121126,0.00961842,-41.715778,271.93391,0.54052722,0.92375952
0.747962058,21.43405342,5.546263218,0.00070171,100,60,0.01,0.01,0.01,0,1.812227845,0.00137666,0.01055215,-36.767609,379.82478,0.80930007,1.1618805
1.314792395,22.03504372,5.417560577,0.00116338,100,60,0.01,0.01,0.01,0,1.382670164,0.00155667,0.00958989,-43.160305,240.76814,0.65776664,1.1669283
0.979165852,17.25259399,12.18765163,0.00093832,100,60,0.01,0.01,0.01,0,1.382026672,0.00149988,0.00965615,-37.599499,590.63558,0.82397968,0.95020866
0.894403279,20.00376701,11.45031166,0.00109421,100,60,0.01,0.01,0.01,0,2.062642097,0.00169713,0.01047328,-42.953369,313.62686,0.66242933,1.22637
1.001575351,18.04776192,14.91879272,0.00110986,100,60,0.01,0.01,0.01,0,1.64952445,0.00138878,0.00657655,-41.132534,242.40561,0.52666759,0.86462831
1.011742592,16.44146919,8.171920776,0.00151675,100,60,0.01,0.01,0.01,0,2.234795809,0.00145594,0.01124525,-41.781895,248.5822,0.68258327,0.9322207
1.215376735,22.1601696,8.296847343,0.00078588,100,60,0.01,0.01,0.01,0,1.996187329,0.00136251,0.00857798,-34.356697,147.51989,0.54377162,0.99954563
1.379510641,19.00912094,9.387519836,0.00099887,100,60,0.01,0.01,0.01,0,2.258001804,0.00116697,0.00646248,-34.170105,190.00918,0.52825028,0.85632223
0.690965235,20.58765411,5.231354713,0.00177876,100,60,0.01,0.01,0.01,0,1.250797153,0.00141473,0.00696934,-52.926323,539.5574,0.73487312,1.938825
0.840355158,18.15511513,5.32071209,0.00144618,100,60,0.01,0.01,0.01,0,1.298366785,0.0014956,0.01022697,-47.428501,381.75526,0.69675511,1.2136866
0.977641523,19.76594734,6.241958618,0.00114504,100,60,0.01,0.01,0.01,0,1.443464994,0.00114545,0.00924641,-38.214577,239.6228,0.57652706,1.2787255
0.659790277,21.32148552,9.815610886,0.00167032,100,60,0.01,0.01,0.01,0,1.90711236,0.00142161,0.00631298,-46.948051,479.84817,0.66544819,1.2713286
1.193248868,18.89132881,7.111702919,0.00084817,100,60,0.01,0.01,0.01,0,1.117840052,0.00159769,0.01106383,-40.880447,240.13556,0.68807453,1.1141963
0.534055412,22.34734535,8.294999123,0.00088373,100,60,0.01,0.01,0.01,0,1.421145201,0.00157872,0.0078002,-44.366295,442.81483,0.69832605,1.6577374
0.66585362,17.51494408,14.52404213,0.00150186,100,60,0.01,0.01,0.01,0,2.208046675,0.00157452,0.00550172,-46.568104,520.2142,0.69168729,1.2471178
0.649455547,20.34890175,6.846684933,0.00076866,100,60,0.01,0.01,0.01,0,2.333334446,0.00152825,0.01181234,-38.866905,619.56999,0.85926521,1.2482893
0.637164474,19.00528526,8.836504936,0.00094682,100,60,0.01,0.01,0.01,0,1.365273952,0.00136358,0.01165857,-46.590923,375.35444,0.65021765,1.6622071
1.373048663,21.77931786,8.804582596,0.00150444,100,60,0.01,0.01,0.01,0,1.962385654,0.00119597,0.00758024,-42.404369,226.8932,0.52463245,1.0678406
1.496357679,16.08684921,8.951925278,0.0013647,100,60,0.01,0.01,0.01,0,1.955203891,0.00155685,0.01093954,-43.021812,154.12671,0.53671831,0.73952913
1.086353183,20.78449249,13.00684643,0.00069372,100,60,0.01,0.01,0.01,0,2.110393763,0.00122416,0.01048766,-33.222069,175.43053,0.50536215,1.1494828
0.774069607,18.30373573,9.686565399,0.00122732,100,60,0.01,0.01,0.01,0,1.056745529,0.00113124,0.01002221,-43.838505,377.02132,0.68028355,1.5184126
1.153701186,17.17111778,7.727201462,0.00111669,100,60,0.01,0.01,0.01,0,2.287332535,0.00113939,0.00980237,-35.784264,218.33712,0.51129276,0.83195299
1.287138343,17.0860157,12.28275108,0.00096445,100,60,0.01,0.01,0.01,0,1.234744787,0.00123829,0.00615317,-34.316376,210.12323,0.47936404,0.9118889
0.571481049,22.20299721,13.77604103,0.0015008,100,60,0.01,0.01,0.01,0,1.721837759,0.00149255,0.01134158,-48.473522,445.52574,0.76067233,1.4983624
0.95399332,18.4638195,8.599464417,0.00134512,100,60,0.01,0.01,0.01,0,1.70333755,0.00138811,0.00990069,-42.488625,509.97602,0.85471964,1.0042275
1.441212535,20.25475121,13.58206272,0.00151218,100,60,0.01,0.01,0.01,0,1.089179039,0.00117756,0.009485,-43.545971,289.01456,0.59676933,1.1523184
0.98622787,21.19307518,11.09400463,0.00088708,100,60,0.01,0.01,0.01,0,2.321243763,0.00115395,0.00655818,-37.309048,250.48603,0.56125838,1.2794279
0.537088215,18.91632462,12.85152054,0.001585,100,60,0.01,0.01,0.01,0,1.49649322,0.00126817,0.01173165,-46.774651,353.07027,0.60892522,1.5306234
1.276246428,19.25578117,14.64029217,0.00097175,100,60,0.01,0.01,0.01,0,1.9341048,0.00117635,0.00983048,-35.122269,222.63339,0.50517052,0.97443157
0.853954494,16.09169579,12.49764252,0.00114395,100,60,0.01,0.01,0.01,0,1.467060924,0.00135516,0.01157906,-39.797287,228.08283,0.55802172,1.190814
0.713612378,16.26854134,14.63158417,0.00119868,100,60,0.01,0.01,0.01,0,2.400989532,0.00144941,0.0097154,-43.657391,377.98358,0.66168737,1.0737324
0.578282118,21.71757698,13.33746529,0.00162225,100,60,0.01,0.01,0.01,0,2.168354273,0.00159238,0.00815394,-50.78595,691.08529,0.84289718,1.6978226
1.205912948,16.40508842,11.0048151,0.00114851,100,60,0.01,0.01,0.01,0,1.841973782,0.00141296,0.00904,-38.90678,161.06853,0.46932703,0.76089078
0.904245019,19.45913506,11.91803837,0.00118618,100,60,0.01,0.01,0.01,0,1.078769207,0.00157422,0.00686676,-48.151627,445.42888,0.65264088,1.315438
1.318440199,19.30888367,10.73340416,0.00128037,100,60,0.01,0.01,0.01,0,1.072359204,0.00134894,0.0094094,-43.986618,212.53261,0.53962106,1.2599161
1.37631011,16.5922966,14.36375523,0.00124321,100,60,0.01,0.01,0.01,0,2.097268581,0.00125472,0.00829798,-37.41518,192.13097,0.51904744,0.73430294
1.35066247,21.07481194,5.076603413,0.00127995,100,60,0.01,0.01,0.01,0,1.607793689,0.00126414,0.01036709,-39.725975,208.54928,0.53453916,0.99106896
0.894607842,22.3776989,6.027123928,0.00162449,100,60,0.01,0.01,0.01,0,2.352651119,0.00118712,0.00683432,-45.253895,291.8859,0.5951671,1.3289673
1.12008965,17.24024963,7.555338383,0.00074851,100,60,0.01,0.01,0.01,0,1.472063303,0.00151489,0.00753428,-37.008904,245.80037,0.63830197,1.0665638
0.73875314,17.99707222,11.68322086,0.00095117,100,60,0.01,0.01,0.01,0,1.736034393,0.00131114,0.00779722,-35.217766,318.19457,0.7209053,1.1488719
1.006316423,20.00119591,14.91719151,0.00147646,100,60,0.01,0.01,0.01,0,1.863735437,0.00124454,0.01207779,-46.505184,333.34883,0.68568748,1.1502022
0.869896591,20.97428131,11.38696289,0.00155059,100,60,0.01,0.01,0.01,0,2.356306791,0.00141625,0.0090748,-45.503651,335.63353,0.60877109,1.157344
1.353159308,22.60841751,13.81346512,0.00088455,100,60,0.01,0.01,0.01,0,1.964168191,0.00144646,0.01052564,-37.321594,323.67158,0.74132133,0.86891216
1.436944485,19.63541985,5.917048931,0.00105781,100,60,0.01,0.01,0.01,0,1.274975181,0.00166384,0.00693228,-43.821495,239.65994,0.60700673,1.23443
1.122563004,21.19835472,10.06983757,0.00108278,100,60,0.01,0.01,0.01,0,1.620798707,0.0013112,0.00677683,-38.07505,221.02089,0.60780573,1.0312579
1.02666235,18.14411545,9.81919384,0.00150188,100,60,0.01,0.01,0.01,0,1.367134452,0.0013037,0.00620849,-45.419716,398.31118,0.65129608,1.2200717
1.198904872,16.07227135,7.738018036,0.00086166,100,60,0.01,0.01,0.01,0,1.136984229,0.00131792,0.01186133,-36.808815,208.25774,0.53678036,1.0217199
1.211207628,17.89751053,12.14327526,0.00162915,100,60,0.01,0.01,0.01,0,1.866400361,0.00124583,0.00795277,-42.83699,227.76504,0.49539316,0.96656984
1.369027257,22.26249123,13.3250885,0.00173822,100,60,0.01,0.01,0.01,0,1.038855672,0.00118149,0.00550152,-41.988724,307.95171,0.64289409,1.2139013
0.924894571,18.41610718,10.93284225,0.00162432,100,60,0.01,0.01,0.01,0,1.782580495,0.00157488,0.00897184,-44.517811,314.45348,0.74206072,0.90574288
0.523520231,18.34294128,9.932712555,0.00074214,100,60,0.01,0.01,0.01,0,1.870545983,0.00149518,0.00818675,-39.977547,492.89513,0.88973987,1.5293907
0.857841194,18.46992302,13.00756836,0.00147404,100,60,0.01,0.01,0.01,0,2.243641615,0.0013203,0.00757785,-43.072258,294.47489,0.60068429,0.90218496
1.260138154,20.57377243,13.86961842,0.00106453,100,60,0.01,0.01,0.01,0,1.088713646,0.00111548,0.01141878,-38.884239,239.42743,0.53753889,1.2236202
1.345337272,18.7592907,11.1095953,0.00153079,100,60,0.01,0.01,0.01,0,2.243772268,0.00168375,0.00889937,-42.988628,252.29514,0.7610411,0.82674402
1.295142651,20.91564178,11.22003365,0.00073847,100,60,0.01,0.01,0.01,0,1.706233382,0.00118912,0.00825578,-31.526855,164.68053,0.53805739,1.1564386
1.331323862,16.81429672,7.924266338,0.00129778,100,60,0.01,0.01,0.01,0,2.408561707,0.00154374,0.0083826,-40.623386,296.75609,0.62490541,0.73904687
0.915233672,20.14351654,12.17537975,0.00074713,100,60,0.01,0.01,0.01,0,1.30216527,0.00132891,0.01070289,-36.737804,264.79699,0.63511986,1.0247777
1.230759978,20.17390633,7.844155788,0.00143282,100,60,0.01,0.01,0.01,0,1.257765055,0.00118336,0.01154127,-43.621761,263.71539,0.54652846,1.4673852
1.203517318,16.02136993,13.89799213,0.00167008,100,60,0.01,0.01,0.01,0,1.748957157,0.00111612,0.00960315,-41.185017,270.42743,0.53915745,0.88857174
0.801792562,22.27504539,11.56252193,0.00146687,100,60,0.01,0.01,0.01,0,2.358308077,0.00120659,0.01153139,-42.674839,360.91785,0.7043044,1.0914252
0.627974391,17.60409737,9.879462242,0.00147612,100,60,0.01,0.01,0.01,0,1.261621237,0.00152222,0.01197798,-50.868763,364.947,0.62676662,1.7930822
1.447341681,19.27001953,7.575305939,0.00088551,100,60,0.01,0.01,0.01,0,1.899706006,0.00145737,0.01095926,-37.336098,194.55019,0.59734529,0.89583379
0.606720209,20.03828812,5.602378368,0.0013582,100,60,0.01,0.01,0.01,0,2.260382414,0.00130916,0.00584991,-47.04776,356.11637,0.62176102,1.3515007
0.518621147,20.15023613,8.741781235,0.00139897,100,60,0.01,0.01,0.01,0,1.453532338,0.00156658,0.00917019,-51.811836,615.23649,0.97362357,1.4779346
