Point;A2OFRC;B2OFRC;BELTLL1;DABPRES;DABRAD;DUR;DV;EV1;EV2;EV3;FTRIGG;IP2OFRC;KNEEFRC;PDOF_H;PTFORCE;RIMFRC;S2OFRC;SLIPFRC;STWANGLE;STWCOMP;STWTRANS;YAWSF;Risk(45yrs|2ribfx)(%);LOGIT(risk);L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12
872;0.372;0.335;4.3;1.32;322;112;26.1;0.581;0.752;-1.28;25.5;0.307;6.16;6.56;1.82;4.28;0.281;0.214;23.4;3.12;0.651;0.00732;0.03;-8.150355739;0.273473351;0.655111345;0.736733293;1.086090505;0.527533842;0.346332113;0.280979299;0.31709075;0.324338838;0.203722995;0.153214124;0.218305783;0.402384717;0.236333581;0.389339984;0.456093717;0.48710322;0.584917562;0.724024279;0.69824704;0.52616559;0.225657481;0.192698312;0.16645391
873;0.252;0.378;4.13;1.42;326;121;19;0.235;0.0763;-0.222;66.2;0.27;18.9;-11.9;2.39;3.86;0.27;0.184;24.4;5.66;-23.9;0.00505;0.01;-9.21958808;0.603727531;0.391784357;0.666690664;0.723257056;0.563425291;0.410814863;0.256166561;0.30292247;0.410339003;0.306094857;0.395183172;0.318634324;0.573346857;0.362536777;0.495265145;0.579532469;0.654374715;0.57100961;0.543193519;0.511395093;0.28733667;0.257405126;0.126532326;0.194012269
874;0.211;0.29;5.73;1.14;345;137;32.7;2.48;-1.05;-0.805;14.1;0.398;13.2;8.19;1.29;2.09;0.209;0.205;22.7;3.16;-28.7;0.00544;1.03;-4.565330504;0.331268227;0.841099676;1.46822948;1.620508172;0.658691116;0.466101151;0.41818521;0.403646613;0.400737766;0.253320741;0.175161124;0.216307584;0.273271557;0.195329799;0.258725486;0.30753715;0.457827002;0.654558046;0.940871704;1.172257587;0.851813983;0.394439604;0.216932246;0.236973236
875;0.275;0.356;3.36;1.44;316;112;30.9;1.52;-1.42;0.576;33.7;0.39;10.5;4.13;1.44;3.14;0.212;0.229;21.2;5.68;-23.4;0.00429;0.07;-7.203607534;0.301005761;0.66179717;0.85367104;0.96404003;0.794152636;0.492816838;0.329460623;0.395821314;0.403295364;0.27696786;0.222810218;0.248085381;0.4855962;0.338936318;0.49012634;0.587789854;0.656777481;0.638998253;0.817650929;0.900450349;0.752212619;0.301594869;0.209947396;0.17626324
876;0.283;0.23;4.02;1.18;343;114;35.1;-2.57;0.976;1.15;102;0.327;3.04;-15.6;1.78;3.96;0.342;0.127;24.8;3.83;25.4;0.00668;99.49;5.272333533;1.649292372;1.863440312;2.654540353;2.71931272;1.161565818;0.851172768;1.235851925;1.062469278;0.739657413;0.512202922;0.377486437;0.273451046;1.194952521;2.16268152;4.680938274;3.780533373;1.887785643;1.524314377;0.703871995;0.612013461;0.644283975;0.438035466;0.25260793;0.786173157
877;0.383;0.381;3.87;1.27;338;122;15.1;-0.155;1.15;0.267;33.6;0.316;3.6;7.63;2.89;2.92;0.368;0.341;21.7;5.23;6.53;0.00625;0;-12.14547485;0.320186582;0.418059994;0.561361667;0.51368135;0.384099665;0.252916734;0.184837135;0.175258704;0.203422504;0.290710176;0.215348671;0.227191625;0.329533732;0.176638528;0.273537706;0.37226025;0.403352221;0.409308169;0.43167253;0.364822312;0.218986347;0.252122502;0.158706727;0.221925555
878;0.229;0.259;4.04;1.38;338;109;32.8;2.45;0.468;-1.35;8.61;0.33;14.7;-1.53;1.73;2.21;0.327;0.224;25.8;3.31;15.1;0.0121;0.31;-5.784263593;0.28273284;0.638225209;1.489818562;1.216205861;0.602956582;0.438522873;0.347183156;0.363055221;0.430842349;0.358825922;0.285809091;0.300358352;0.469681667;0.2272652;0.309156859;0.387037918;0.489504961;0.773498183;0.887812674;0.80490103;0.545926904;0.254441262;0.175584864;0.149003603
879;0.4;0.379;2.72;1.28;316;131;26.1;-0.483;-2.21;-1.66;12.4;0.226;8.07;-32.6;2.37;2.42;0.382;0.199;22.9;4.84;-19.9;0.00986;0.02;-8.359871722;0.876733568;0.555503322;0.69542951;0.585054886;0.451544812;0.432422152;0.343083334;0.320136989;0.498277741;0.666429754;0.908594485;0.247746706;0.395660847;0.200829143;0.247090566;0.433233334;0.523006357;0.582468789;0.529033318;0.399850681;0.208230596;0.22807538;0.127766875;0.195055502
880;0.368;0.34;3.6;1.41;321;107;20.4;1.23;0.98;-0.593;11;0.349;10.4;-16;1.56;2.73;0.292;0.289;21.3;5.1;-25.6;0.00486;0.01;-9.752730863;0.353021314;0.464604702;0.773419254;0.59287874;0.424624747;0.294467225;0.275630946;0.30552831;0.495738909;0.604836456;0.295344228;0.176590704;0.340225454;0.19434616;0.210420904;0.274351914;0.420780154;0.641305791;0.638241274;0.493261404;0.258001056;0.207006419;0.137431745;0.142015913
881;0.201;0.204;3.49;1.11;339;66.9;23.5;-0.553;-0.326;1.19;11.2;0.396;18;-4.85;1.39;2.68;0.321;0.306;24.5;3.58;-15.6;0.00418;0.07;-7.211117533;0.270431791;0.600403035;1.055910438;0.984967593;0.590636022;0.422501191;0.319484854;0.33662885;0.34189024;0.25653129;0.417839456;0.332668074;0.431689667;0.24339871;0.287956954;0.33580102;0.46705124;0.668881927;0.866600499;0.863104966;0.687327003;0.277883606;0.219555548;0.213368773
882;0.318;0.384;4.15;1.41;325;107;25.3;-0.595;0.74;-1.8;181;0.208;15.8;-5.42;1.54;1.84;0.291;0.117;21.3;4.87;15.2;0.00512;33.23;-0.698167518;0.738735124;2.418178692;3.401256725;1.041803136;0.862095132;0.669824099;0.447865156;0.423655799;0.249328348;0.321687711;0.122787524;0.296881073;0.744637521;0.614352757;0.727456715;0.692110369;0.594406528;0.427509332;0.405672332;0.303241378;0.23335102;0.327928411;0.136889704;0.259967893
883;0.226;0.323;4.05;1.21;345;105;31;-2.27;1.12;-1.13;44.6;0.349;5.13;5.64;2.68;3.34;0.328;0.175;23.2;4.46;-12.9;0.008;0.82;-4.793539678;0.894815568;0.597148016;1.237985026;1.474091411;0.738852564;0.776509335;0.422528014;0.475076074;0.449404214;0.445014704;0.285806716;0.321271247;0.6713829;0.39399052;0.438740803;0.575657794;0.741814636;0.82018245;0.995696615;1.218403969;0.88837333;0.379304169;0.197890564;0.246351492
884;0.363;0.276;3.5;1.21;328;86.3;36.9;-0.859;-1.32;-1.34;19.8;0.207;9.73;-14.3;2.3;3.62;0.303;0.349;21.4;5.57;17.6;0.00859;1.13;-4.472588975;0.635616947;0.620262744;1.493553165;1.315621659;0.846594013;0.782934297;0.46560443;0.510425773;0.663041836;0.416967506;1.067766827;0.683398265;1.075378153;0.401641242;0.525482418;0.618537702;0.798479002;0.946903322;1.019179914;0.924092252;0.683207018;0.353156705;0.18908896;0.229015085
885;0.237;0.353;3.7;1.3;329;109;64.5;0.59;0.208;-0.779;34.6;0.233;6.31;-26.4;1.65;3.08;0.218;0.151;23.8;4.68;-13.3;0.00582;95.55;3.06515837;1.948546246;0.710045546;1.211251225;1.706078276;1.002409589;1.220373344;1.190627087;2.072235197;3.06943357;3.919892013;3.07987351;0.927269831;1.07205892;0.618238701;0.866931397;1.090195123;1.083641592;1.008693501;0.697513483;1.411609352;0.924646109;0.489248708;0.61822054;1.191285159
886;0.346;0.263;4.99;1.42;302;127;28.4;1.68;0.116;1.19;44.9;0.247;9.28;-23.1;1.8;3.42;0.317;0.174;21.2;4.09;12;0.0102;0.12;-6.75889425;1.192366332;0.505521009;0.876771379;0.686495239;0.536538381;0.420447672;0.608648034;0.382342841;0.489417464;0.598398503;1.033994555;0.346460543;0.603311462;0.27250438;0.46618185;0.55072424;0.607474195;0.634940807;0.628044223;0.566320168;0.302288309;0.274553732;0.137276168;0.17691442
887;0.386;0.318;4.35;1.25;334;126;39.9;-0.568;-0.789;0.559;24.9;0.358;8.03;3.76;1.21;3.86;0.226;0.184;25.4;4.39;26.3;0.00769;2.06;-3.860340654;0.369311916;0.821995642;1.667878032;1.660954207;0.786204264;0.558660645;0.471509621;0.461545493;0.447514979;0.303790672;0.23509087;0.229657278;0.586428493;0.366625283;0.430587726;0.487752818;0.592696341;0.790565182;1.195012778;1.204426587;0.9267224;0.39675259;0.306796259;0.174891914
888;0.31;0.358;3.46;1.37;324;131;19.4;-0.875;-2.14;0.317;3.02;0.273;12.7;-4.4;2.24;3.74;0.36;0.271;24.3;4.8;-11.9;0.00685;0;-10.11961325;0.227068388;0.580263138;0.732715614;0.663077924;0.435862318;0.267286575;0.24712435;0.263807597;0.268885959;0.270292442;0.356516917;0.154423504;0.278676208;0.163732248;0.180051499;0.21763551;0.332642207;0.519418111;0.629862864;0.574544212;0.349288154;0.228595734;0.134032394;0.137973472
889;0.4;0.388;2.92;1.25;331;106;52.9;2.58;-1.21;1.66;21.4;0.371;10.6;-26.7;2.27;1.5;0.232;0.0445;21.7;6.16;-27;0.00888;43.02;-0.281483008;1.71082411;2.356596105;2.322458848;1.216509286;1.144744083;1.103973575;1.287887897;1.757386513;2.095982432;1.97042115;0.864642765;0.494912267;0.867980719;0.329785957;0.478282385;0.659272866;0.780548481;1.05333142;1.072092541;1.259888336;0.631715124;0.43362123;0.184232765;0.367395999
890;0.312;0.307;3.33;1.27;334;119;39.9;-0.029;-1.05;-0.372;55.3;0.241;7.77;-6.34;2.31;1.82;0.305;0.162;24.3;5.92;-10.8;0.00646;0.31;-5.769867988;0.824942905;0.548215955;1.122073177;1.02343671;0.911867991;0.815270375;0.414097775;0.469386904;0.480865128;0.498580327;0.319492002;0.393046718;0.939845107;0.450956961;0.527486205;0.693598343;0.808959827;0.775407441;0.984768383;0.890399888;0.633926271;0.308356551;0.161465362;0.255145552
891;0.366;0.293;5.37;1.36;335;113;36;-1.25;1.22;0.299;45.3;0.356;10.7;-4.34;1.41;2.99;0.292;0.207;24.1;3.55;-27.3;0.00621;0.18;-6.318145595;0.640708907;0.525709894;0.92008356;0.886541419;0.680335565;0.692538032;0.425455905;0.47588814;0.53654192;0.469773961;0.217195461;0.471933838;0.922717433;0.414839806;0.558233587;0.674365414;0.820795447;0.796621852;0.994924549;0.9551269;0.746176951;0.28075322;0.149476202;0.287595531
892;0.291;0.209;4.12;1.46;298;101;12.4;1.54;-1.03;0.133;7.55;0.212;6.51;-16.9;1.92;2.95;0.305;0.156;23.3;3.61;2.86;0.00546;0;-12.71566563;0.176009047;0.444897357;0.561617967;0.458836323;0.298881042;0.207388238;0.194514089;0.226546288;0.344863371;0.35845919;0.292949681;0.142592413;0.2185344;0.134435436;0.142214808;0.145784649;0.251480099;0.363997393;0.43503833;0.339968735;0.168503111;0.164451764;0.103363942;0.158339529
893;0.338;0.272;3.3;1.13;360;104;20.5;-0.228;-1.78;0.507;38.8;0.275;9;6.3;2.06;2.77;0.294;0.0547;21.2;4.81;23.4;0.00725;0.01;-9.047688916;0.326285791;0.626728777;0.743111921;0.785347633;0.535319606;0.382370688;0.287632085;0.264286972;0.255294843;0.208770367;0.162151025;0.22909157;0.391192688;0.253287144;0.334236305;0.374987861;0.480481191;0.547391502;0.681005698;0.708929263;0.541299395;0.220171781;0.235215062;0.178651768
894;0.283;0.266;2.85;1.36;348;160;38.7;1.12;-1.97;-1;33.9;0.309;13.9;-32.4;2.25;1.72;0.278;0.263;21.3;6.29;-13.8;0.00905;3.84;-3.221440211;1.644719206;0.570063293;1.23413112;0.679523963;0.573044177;0.643371791;0.61698379;1.645749807;1.798595488;0.990221091;0.548601476;0.240228861;0.635733362;0.291521265;0.548638962;0.660080975;0.60781613;0.552750379;0.49058646;0.381357921;0.357630197;0.304726115;0.126350799;0.339128007
895;0.267;0.294;4.11;1.24;350;95.7;35.8;1.07;2.41;0.29;27.3;0.257;4.56;-3.18;2.84;1.63;0.325;0.155;22;4.91;-11.4;0.00943;0.6;-5.103503671;0.505601708;0.680595869;1.511931978;1.319820806;0.673615374;0.573721342;0.389753818;0.40288209;0.4388134;0.356156379;0.232421095;0.280812196;0.683249906;0.346406153;0.459623616;0.519811735;0.622159895;0.862352178;1.032704674;0.928973779;0.68832445;0.310600759;0.238449872;0.201454991
896;0.323;0.275;3.35;1.34;323;108;36.1;-3.24;0.385;-0.292;40.9;0.225;5.33;3.24;2.27;2.81;0.218;0.0902;22;4.35;21.6;0.0091;0.41;-5.491691066;0.683412654;0.620742608;1.131788269;1.049520355;0.769700948;0.755542936;0.42650965;0.456176978;0.469348161;0.500292145;0.36441586;0.37481105;0.793463085;0.47390149;0.624052994;0.743820937;0.861492753;0.856240653;1.055970322;1.113806386;0.8574754;0.33342971;0.200570282;0.332049956
897;0.301;0.257;3.11;1.31;318;117;55.5;-1.77;2.23;-1.03;40.7;0.38;12.6;4.82;2.26;4.15;0.232;0.237;24.2;4;-19.6;0.0094;1.61;-4.116285829;1.904540509;0.540280808;0.901976321;0.93570454;0.753387483;0.720853964;0.449128542;0.493327249;0.3884573;0.400048867;0.75912592;0.390792405;1.410303637;0.492193503;0.566544011;0.592669053;0.65746475;0.629774621;0.89949742;0.894234516;0.654771831;0.284163887;0.234920182;0.302595599
898;0.247;0.392;3.76;1.32;323;90.5;16.8;1.04;1.46;-0.675;12.3;0.359;8.22;-5.52;2.69;2.72;0.316;0.126;22.5;4.15;16.8;0.00694;0;-11.26068021;0.291662081;0.522303674;0.677676918;0.544729596;0.350798271;0.240911148;0.198742398;0.220692717;0.29914286;0.335457455;0.34860028;0.16721359;0.286181713;0.151793938;0.222565397;0.346442754;0.35514459;0.441443035;0.513428822;0.412777765;0.235027215;0.232075131;0.208035251;0.204534596
899;0.224;0.225;3.35;1.28;337;93.4;50.8;2.26;0.306;-0.15;17.7;0.233;4.71;6.96;1.7;3.28;0.216;0.196;25.2;5.56;-15.4;0.00659;68.19;0.76166457;0.651353225;0.905151572;1.770196483;2.688762546;1.137378067;0.850021746;0.513760839;0.4957953;0.507654948;0.477699284;0.227739383;0.249785441;0.772708794;0.40064347;0.458461465;0.535129709;0.67291311;0.969120488;1.704710349;2.705096826;2.985880151;1.085902285;0.226118555;0.371689815
900;0.216;0.272;4.43;1.2;353;123;16.3;-1.27;0.804;0.437;19.6;0.325;5.31;-5.22;2.7;2.99;0.279;0.0385;21.1;3.9;7;0.00547;0;-12.74881546;0.312146777;0.444585178;0.551617518;0.472263526;0.344424322;0.242375513;0.190391834;0.148788467;0.201549241;0.22804765;0.270215143;0.18547622;0.286959088;0.128324493;0.255253119;0.303999032;0.320112146;0.349817914;0.392213743;0.340365712;0.189852947;0.169357937;0.148535904;0.211977842
901;0.335;0.278;3.14;1.21;332;118;47.3;1.07;0.933;0.168;12.8;0.363;7.13;-23.5;2.83;1.78;0.217;0.171;25.6;4.09;-12;0.0103;2.39;-3.709825743;1.865396462;0.61588604;1.535760984;0.722826505;0.597644132;0.559238205;0.596080068;0.999703258;1.24642076;0.572654093;0.820053555;0.289884652;0.703540118;0.247677625;0.591982668;0.754226092;0.793112069;0.833168346;0.842835661;0.712263817;0.365477707;0.278296904;0.138716714;0.225091423
902;0.382;0.3;3.66;1.36;321;108;34.3;1.41;2.5;0.682;94.5;0.351;14.5;-12.3;2;2.41;0.338;0.294;22.6;3.53;9.74;0.006;20.41;-1.361222684;2.031848393;1.224539336;1.688645221;1.741130836;1.968228072;0.672375178;0.543863466;0.491474895;0.370648154;0.33504637;0.152973959;0.266948948;1.085497718;1.507141162;1.046372391;0.985341799;0.949249696;1.757268794;1.342063583;0.651651248;0.359022501;0.439754361;0.192428683;0.534460694
903;0.289;0.256;3.49;1.18;333;102;45.7;-0.561;-0.55;-0.0317;27.4;0.324;8.97;-11;2.7;2.89;0.375;0.156;23;6.42;-1.27;0.00444;1.98;-3.901971649;0.683019124;0.638168631;1.567011513;1.472613122;0.768113183;0.800628588;0.481799664;0.474111689;0.472872797;0.416571833;0.518359849;0.304985233;1.331982668;0.414898433;0.505135488;0.593396137;0.743892975;0.970151182;1.246620622;1.097737998;0.766127091;0.374843599;0.212909188;0.221363339
904;0.348;0.261;4.74;1.35;349;103;36.8;-0.881;0.655;-0.064;34.9;0.377;15.1;-5.04;2.03;2.42;0.245;0.183;22.5;5.06;-17.1;0.0101;0.84;-4.773874998;0.748421066;0.767024746;1.387322415;1.320699882;0.796200801;0.797980558;0.446898444;0.431992905;0.496629672;0.52099335;0.301840249;0.401955936;0.874506123;0.452507241;0.637905486;0.727771083;0.839778595;0.903637987;1.055318117;1.056770328;0.806120783;0.327180442;0.200101151;0.258638035
905;0.333;0.3;4.33;1.27;327;120;37.2;-1.34;1.1;0.0391;21.5;0.225;13.9;-9.94;2.35;4.16;0.216;0.239;24.7;5.52;21.9;0.011;0.32;-5.734897472;0.379288057;0.647531915;1.40565075;1.218509022;0.672640279;0.527629349;0.392193627;0.382819073;0.411535893;0.596033363;0.568550732;0.316138216;0.711352564;0.34895218;0.481779175;0.530994125;0.638328679;0.797964167;0.853455625;0.80886269;0.608728174;0.277672685;0.172261288;0.218909606
906;0.332;0.398;3.53;1.2;351;91.1;74.4;2.33;-1.37;0.252;57.1;0.345;14.9;-1.91;1.23;2.12;0.368;0.0327;24.9;5.44;-29.5;0.0102;100;23.02585085;5.338700116;3.22403647;3.449337557;5.684498698;3.481086344;6.367264688;4.552249238;3.430173919;2.65474841;2.257575095;1.653946191;1.346264966;3.835000098;2.669220045;2.951361984;3.11414618;6.824062765;4.263424873;1.810034923;1.29638901;1.16226254;1.247949712;1.029132027;1.231015101
907;0.23;0.249;4.53;1.34;348;96.7;21.9;0.369;1.41;-0.333;15;0.206;14.1;1.63;2.48;3.39;0.293;0.211;24.7;4.59;13.7;0.00697;0;-10.22523425;0.35736016;0.570560899;0.666186493;0.682260003;0.490111765;0.304818829;0.244274782;0.251487107;0.268386374;0.230851932;0.296255108;0.233399356;0.412539113;0.216724444;0.397887034;0.439760648;0.444622384;0.493926369;0.554550765;0.499055767;0.329958904;0.249680085;0.279293465;0.198157877
908;0.35;0.228;3.89;1.45;350;127;45.4;0.821;-0.358;1.34;13.2;0.314;9.7;-24.5;1.57;3.02;0.235;0.144;22.1;4.57;-21.9;0.00742;9.3;-2.277699478;2.40000356;1.316283736;1.61190927;0.769306207;0.653421693;0.570678106;0.624113018;1.28695881;1.524039172;0.743386382;0.8472763;0.242122822;0.663899165;0.385114667;0.711710984;0.852464046;0.814922899;0.824931078;0.799431559;0.702060433;0.390385278;0.296372571;0.152793701;0.204656692
909;0.317;0.343;2.85;1.12;352;122;33.5;1.62;1.43;-0.489;7.07;0.21;3.51;-28.3;2.38;4.05;0.372;0.285;22.5;5.7;-24.1;0.00545;0.25;-5.992397371;1.773272082;0.544477534;0.729963602;0.637004292;0.481681852;0.443289382;0.35782787;0.368523202;0.526882242;0.654395064;0.889615808;0.252063316;0.446905708;0.192956137;0.402544532;0.580846658;0.605474459;0.627211109;0.546303578;0.400272058;0.192998722;0.220349641;0.137752306;0.18579287
910;0.297;0.256;3.3;1.29;333;103;31.7;0.895;0.0203;-1.43;46.5;0.305;8.01;-8.89;2.12;2.18;0.215;0.206;23.7;5.02;-24.7;0.00766;0.1;-6.882066849;0.550700957;0.514750369;0.849081762;0.864566118;0.787060987;0.678455178;0.367478933;0.412658742;0.477802008;0.45397561;0.435114;0.400659069;0.755834952;0.394887896;0.599923776;0.687252358;0.816397741;0.794093683;0.843585841;0.869928859;0.628791749;0.271669053;0.192082359;0.297341123
911;0.363;0.397;4.23;1.34;351;123;20.6;0.359;-0.0891;0.47;87.3;0.357;6.7;1.02;2.99;2.35;0.367;0.364;24;4.01;-22.6;0.0111;0.02;-8.319121014;1.057731081;0.528304279;0.624826178;0.666157436;0.581586501;0.499167247;0.274827168;0.286451075;0.347668002;0.348115177;0.196245313;0.481706718;0.693067256;0.444298051;0.40023122;0.483937189;0.533535145;0.470930198;0.53176973;0.470977696;0.412069215;0.438924273;0.136522274;0.371184363
912;0.302;0.324;3.47;1.06;359;112;20.8;-0.404;-0.183;0.434;25.8;0.311;3.01;-16.8;1.64;2.1;0.226;0.114;24.5;4.88;-15.1;0.00802;0.01;-9.197197207;0.333944545;0.476962049;0.820873957;0.627878355;0.440481352;0.306504546;0.262489566;0.295879436;0.427499879;0.61050267;0.355132925;0.165137823;0.351859559;0.205786619;0.224999641;0.262682396;0.437549269;0.645418558;0.730965659;0.642757025;0.3599016;0.222393917;0.130246475;0.141367316
913;0.289;0.331;2.62;1.25;353;117;40.1;2.2;-0.619;-0.833;13.2;0.272;7.33;-13.6;1.94;3.46;0.333;0.354;21.4;5.81;16.7;0.00896;0.64;-5.041410813;0.382974884;0.61906362;1.700647548;0.89191366;0.642231107;0.631868048;0.408722786;0.371861248;0.405638898;0.571705308;1.201824006;0.394393923;0.706917653;0.240508653;0.452690199;0.612033159;0.766886864;0.84737502;0.858724304;0.661532581;0.306894584;0.273190951;0.119465857;0.178091135
914;0.372;0.311;5.05;1.31;312;101;49.9;0.872;-0.594;-0.0593;12.7;0.254;4.41;4.07;2.1;2.49;0.277;0.0828;24.1;3.07;26.8;0.00747;74.19;1.055127087;0.545437401;1.081099547;2.187739685;2.506992221;1.278179884;0.768607808;0.477480609;0.494168047;0.530261593;0.422545569;0.278170547;0.262946566;0.492288359;0.38712055;0.423860643;0.527737662;0.688742567;1.01272976;1.748178154;2.891185693;3.028632887;1.072289329;0.244639511;0.384161575
915;0.207;0.286;3.98;1.28;359;95.5;27;0.416;-0.613;-1.11;17.5;0.259;16.7;0.464;1.79;2.97;0.223;0.32;23.1;3.97;-29.5;0.00881;0.12;-6.763675206;0.304852775;0.705144182;1.19264992;1.077962201;0.595530262;0.4397891;0.334959012;0.379893091;0.397955067;0.305209006;0.273653097;0.246571819;0.506399805;0.279147527;0.387595617;0.453555677;0.534447655;0.658090133;0.822670851;0.812469516;0.64629023;0.280903117;0.213606237;0.206501922
916;0.361;0.369;4.11;1.46;346;125;30.7;-4.89;-0.853;0.983;10.8;0.277;15.5;-30.6;1.91;3.07;0.209;0.18;22.3;4.48;-0.0211;0.00818;0.58;-5.137887197;0.995348673;0.638876762;1.042066049;0.739005907;0.695627881;0.530455494;0.502757728;1.011532824;1.485081576;0.880503189;0.901781395;0.49607465;0.753602711;0.343431905;0.540790707;0.637820037;0.71709631;0.740572764;0.696991151;0.588137377;0.348301698;0.381804397;0.320107257;0.290417462
917;0.343;0.316;3.05;1.3;318;87.4;50.3;-2.03;-1.46;-0.738;46.4;0.295;17.7;1.39;2.37;3.41;0.395;0.15;22;5.37;-27.5;0.00769;100;14.44661703;1.525463443;7.170774788;5.31425029;2.971854806;2.178506367;1.337120403;0.829183869;0.582802156;0.588356657;0.596945081;0.474177906;0.47865496;1.588093117;0.769216381;0.755257066;0.74815019;0.690671382;0.670046965;0.578660937;0.695731863;0.545477169;0.444703922;0.232434156;0.465476559
918;0.271;0.26;3.79;1.35;344;121;65.5;3.37;-0.568;-0.793;18.5;0.367;5.56;-0.165;1.75;2.23;0.217;0.333;23.3;5.06;6.87;0.00475;21.28;-1.308640636;0.532349292;0.788166281;2.226604894;2.24875994;0.933563337;0.857691187;0.487161009;0.501377042;0.567435473;0.502902968;0.147512928;0.225591473;1.016881689;0.376797584;0.445816014;0.502728671;0.726468535;1.245100424;1.77470427;1.798299886;1.285023428;0.495502539;0.230583223;0.198737928
919;0.298;0.276;3.37;1.29;340;111;20.4;1.33;-2.1;-0.346;14.7;0.361;8.05;-2.03;1.37;1.58;0.328;0.283;21.7;5.67;-23.7;0.00377;0.01;-9.523568918;0.24714726;0.582573237;0.716629997;0.730074849;0.460760295;0.302971341;0.272418326;0.305815903;0.341173401;0.230190251;0.283054681;0.216886075;0.348245795;0.199262705;0.222897762;0.294849626;0.399199734;0.582226645;0.690081529;0.656320481;0.466007879;0.201319857;0.153528899;0.127607887
920;0.211;0.352;3.73;1.36;330;107;25;2.41;-0.351;-0.348;26.5;0.244;7.82;-11.6;1.48;2.55;0.267;0.159;23.1;5.17;-24.2;0.00586;0.03;-8.051641963;0.282442314;0.56649684;0.887413044;0.785440858;0.519605167;0.400713691;0.306533533;0.493013253;0.442103716;0.625665579;0.268250681;0.202661334;0.476541137;0.242435839;0.354428845;0.458880514;0.515860599;0.71906615;0.829429831;0.751459412;0.510465354;0.209700852;0.135104812;0.139634172
921;0.291;0.231;2.97;1.33;313;114;31.3;1.34;0.843;-0.571;48.3;0.227;11.4;9.41;1.8;4.65;0.21;0.0269;25.4;4.83;12.2;0.00595;0.1;-6.862160629;0.545618916;0.655584875;0.748615293;1.291996613;0.835366361;0.578711741;0.386261451;0.404161355;0.323428982;0.303449575;0.206050021;0.287550408;0.557277584;0.382780912;0.471195206;0.512806885;0.574052241;0.584368128;0.729804253;0.809239317;0.639031501;0.255791144;0.167769345;0.188678736
